,Title,Worldwide,Domestic,Foreign,Year
12083,Safe Haven,"$97,594,140","$71,349,120","$26,245,020",2013
12084,Evil Dead,"$97,542,952","$54,239,856","$43,303,096",2013
12085,42,"$97,470,701","$95,020,213","$2,450,488",2013
12086,The Mortal Instruments: City of Bones,"$95,396,573","$31,165,421","$64,231,152",2013
12087,Rush,"$95,224,595","$26,947,624","$68,276,971",2013
12088,Police Story: Lockdown,"$94,249,025",-,"$94,249,025",2013
12089,The Internship,"$93,492,844","$44,672,764","$48,820,080",2013
12090,The Purge,"$89,328,627","$64,473,115","$24,855,512",2013
12091,Dhoom 3,"$88,031,955","$8,031,955","$80,000,000",2013
12092,Pain & Gain,"$87,305,549","$49,875,291","$37,430,258",2013
12093,About Time,"$87,100,449","$15,322,921","$71,777,528",2013
12094,Snowpiercer,"$86,758,912","$4,563,650","$82,195,262",2013
12095,Carrie,"$84,790,678","$35,266,619","$49,524,059",2013
12096,Finding Mr. Right,"$84,112,033","$6,945","$84,105,088",2013
12097,The Attorney,"$78,547,586","$557,236","$77,990,350",2013
12098,The Family,"$78,418,811","$36,918,811","$41,500,000",2013
12099,Scary Movie 5,"$78,378,744","$32,015,787","$46,362,957",2013
12100,R.I.P.D.,"$78,324,220","$33,618,855","$44,705,365",2013
12101,Tiny Times,"$77,717,014","$23,462","$77,693,552",2013
12102,The Book Thief,"$76,586,316","$21,488,481","$55,097,835",2013
12103,Escape from Planet Earth,"$74,597,643","$57,012,977","$17,584,666",2013
12104,August: Osage County,"$74,188,937","$37,738,810","$36,450,127",2013
12105,The Best Man Holiday,"$72,835,710","$70,525,195","$2,310,515",2013
12106,The Counselor,"$71,009,334","$16,973,715","$54,035,619",2013
12107,The Call,"$68,572,631","$51,872,378","$16,700,253",2013
12108,One Direction: This Is Us,"$68,532,898","$28,873,374","$39,659,524",2013
12109,Stalingrad,"$68,316,452","$1,013,945","$67,302,507",2013
12110,Thunder and the House of Magic,"$64,197,205","$4,091","$64,193,114",2013
12111,The Grandmaster,"$64,076,736","$6,594,959","$57,481,777",2013
12112,Side Effects,"$63,414,135","$32,172,757","$31,241,378",2013
12113,The Host,"$63,365,859","$26,627,201","$36,738,658",2013
12114,Runner Runner,"$62,675,095","$19,316,646","$43,358,449",2013
12115,The Face Reader,"$61,559,184","$515,876","$61,043,308",2013
12116,The Legend of Hercules,"$61,279,452","$18,848,538","$42,430,914",2013
12117,Kick-Ass 2,"$60,795,985","$28,795,985","$32,000,000",2013
12118,A Haunted House,"$60,159,584","$40,041,683","$20,117,901",2013
12119,Beautiful Creatures,"$60,052,138","$19,452,138","$40,600,000",2013
12120,Snitch,"$57,824,674","$42,930,462","$14,894,212",2013
12121,Dallas Buyers Club,"$55,736,588","$27,298,285","$28,438,303",2013
12122,A Madea Christmas,"$53,396,635","$52,543,354","$853,281",2013
12123,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354","$1,167,790",2013
12124,Delivery Man,"$53,120,346","$30,664,106","$22,456,240",2013
12125,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193","$50,223,379",2013
12126,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002","$47,908,369",2013
12127,The Berlin File,"$48,972,848","$665,210","$48,307,638",2013
12128,Homefront,"$48,449,416","$20,158,898","$28,290,518",2013
12129,Her,"$48,416,523","$25,568,251","$22,848,272",2013
12130,The Last Stand,"$48,330,757","$12,050,299","$36,280,458",2013
12131,21 & Over,"$48,065,672","$25,682,380","$22,383,292",2013
12132,Texas Chainsaw 3D,"$47,340,586","$34,341,945","$12,998,641",2013
12133,Tiny Times 2.0,"$47,289,937","$43,788","$47,246,149",2013
12134,The Place Beyond the Pines,"$47,052,899","$21,403,519","$25,649,380",2013
12135,Parker,"$46,922,566","$17,616,641","$29,305,925",2013
12136,The Big Wedding,"$46,522,137","$21,819,348","$24,702,789",2013
12137,The World's End,"$46,089,287","$26,004,851","$20,084,436",2013
12138,Grudge Match,"$44,907,260","$29,807,260","$15,100,000",2013
12139,Jobs,"$42,128,352","$16,131,410","$25,996,942",2013
12140,Don Jon,"$39,439,355","$24,477,704","$14,961,651",2013
12141,"Like Father, Like Son","$37,170,163","$334,616","$36,835,547",2013
12142,Broken City,"$34,737,199","$19,701,164","$15,036,035",2013
12143,Inside Llewyn Davis,"$32,935,319","$13,235,319","$19,700,000",2013
12144,Mud,"$32,613,173","$21,590,086","$11,023,087",2013
12145,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051","$74,000",2013
12146,Spring Breakers,"$31,724,284","$14,124,284","$17,600,000",2013
12147,New World,"$31,670,607","$457,806","$31,212,801",2013
12148,A Wedding Invitation,"$30,665,036","$14,350","$30,650,686",2013
12149,Special ID,"$29,139,936","$12,666","$29,127,270",2013
12150,The Suspect,"$28,674,130","$218,693","$28,455,437",2013
12151,I Give It a Year,"$28,328,531","$34,657","$28,293,874",2013
12152,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085","$19,662,703",2013
12153,Dark Skies,"$27,858,103","$17,418,667","$10,439,436",2013
12154,Nebraska,"$27,682,872","$17,654,912","$10,027,960",2013
12155,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881","$4,900,000",2013
12156,Khumba,"$27,187,375","$1,029","$27,186,346",2013
12157,You're Next,"$26,895,481","$18,494,006","$8,401,475",2013
12158,The Way Way Back,"$26,474,920","$21,506,546","$4,968,374",2013
12159,Enough Said,"$25,288,872","$17,550,872","$7,738,000",2013
12160,The Last Exorcism Part II,"$25,051,865","$15,179,302","$9,872,563",2013
12161,Drug War,"$24,676,341","$128,195","$24,548,146",2013
12162,The Tale of The Princess Kaguya,"$24,366,656","$703,232","$23,663,424",2013
12163,The Great Beauty,"$24,271,739","$2,852,400","$21,419,339",2013
12164,Trance,"$24,261,569","$2,328,743","$21,932,826",2013
12165,The Railway Man,"$24,174,885","$4,438,438","$19,736,447",2013
12166,Baggage Claim,"$22,871,096","$21,569,509","$1,301,587",2013
12167,My Lucky Star,"$22,259,179","$64,432","$22,194,747",2013
12168,Bullet to the Head,"$21,947,209","$9,489,829","$12,457,380",2013
12169,Diana,"$21,766,271","$335,359","$21,430,912",2013
12170,I'm So Excited!,"$21,245,677","$1,368,119","$19,877,558",2013
12171,Before Midnight,"$20,994,648","$8,114,627","$12,880,021",2013
12172,The Best Offer,"$20,596,350","$100,035","$20,496,315",2013
12173,The Bling Ring,"$20,045,576","$5,845,732","$14,199,844",2013
12174,The Rooftop,"$19,833,152","$85,755","$19,747,397",2013
12175,Puella Magi Madoka Magica the Movie Part III: Rebellion,"$19,544,634","$375,627","$19,169,007",2013
12176,Blue Is the Warmest Colour,"$19,465,835","$2,199,787","$17,266,048",2013
12177,Admission,"$18,637,201","$18,007,317","$629,884",2013
12178,Dead Man Down,"$18,074,539","$10,895,295","$7,179,244",2013
12179,Machete Kills,"$17,496,820","$8,008,161","$9,488,659",2013
12180,Boule & Bill,"$17,400,053",$894,"$17,399,159",2013
12181,Fruitvale Station,"$17,385,830","$16,101,339","$1,284,491",2013
12182,Chinese Puzzle,"$16,968,297","$338,523","$16,629,774",2013
12183,Battle of the Year,"$16,549,477","$8,888,355","$7,661,122",2013
12184,Out of the Furnace,"$15,660,668","$11,330,849","$4,329,819",2013
12185,Paranoia,"$15,500,644","$7,388,654","$8,111,990",2013
12186,Journey to the South Pacific,"$14,986,253","$7,653,913","$7,332,340",2013
12187,Emperor,"$14,858,240","$3,346,265","$11,511,975",2013
12188,Pulling Strings,"$13,725,819","$5,842,961","$7,882,858",2013
12189,All Is Lost,"$13,627,519","$6,263,670","$7,363,849",2013
12190,Nymphomaniac: Vol. I,"$13,545,832","$785,896","$12,759,936",2013
12191,The Past,"$12,673,462","$1,331,747","$11,341,715",2013
12192,Redemption,"$12,671,109","$36,895","$12,634,214",2013
12193,Getaway,"$11,806,432","$10,501,938","$1,304,494",2013
12194,The Lunchbox 2013 Re-release,"$11,621,581","$4,235,151","$7,386,430",2013
12195,Fists of Legend,"$11,478,881","$134,213","$11,344,668",2013
12196,Ida,"$11,156,836","$3,827,060","$7,329,776",2013
12197,Bicycling with Molière,"$11,123,929","$59,874","$11,064,055",2013
12198,Justin Bieber's Believe,"$10,980,157","$6,206,566","$4,773,591",2013
12199,One Chance,"$10,900,434","$101,196","$10,799,238",2013
12200,Only God Forgives,"$10,635,126","$779,188","$9,855,938",2013
12201,Mood Indigo,"$10,435,322","$303,187","$10,132,135",2013
12202,Chennai Express,"$10,234,653","$5,307,960","$4,926,693",2013
12203,Alan Partridge,"$9,979,601","$153,426","$9,826,175",2013
12204,Young & Beautiful,"$9,757,417","$61,067","$9,696,350",2013
12205,The Young and Prodigious T.S. Spivet,"$9,494,789","$173,564","$9,321,225",2013
12206,Peeples,"$9,307,166","$9,177,065","$130,101",2013
12207,Jerusalem,"$9,279,456","$8,020,721","$1,258,735",2013
12208,Unfinished Song,"$9,166,865","$1,702,668","$7,464,197",2013
12209,The Fifth Estate,"$9,058,564","$3,255,008","$5,803,556",2013
12210,Frances Ha,"$8,955,357","$4,069,826","$4,885,531",2013
12211,Hannah Arendt,"$8,880,936","$717,205","$8,163,731",2013
12212,Le Week-End,"$8,652,213","$2,225,098","$6,427,115",2013
12213,Filth,"$8,377,987","$34,411","$8,343,576",2013
12214,Venus in Fur,"$8,350,026","$373,605","$7,976,421",2013
12215,Metallica Through the Never,"$7,975,812","$3,419,967","$4,555,845",2013
12216,Renoir,"$7,816,573","$2,293,798","$5,522,775",2013
12217,Only Lovers Left Alive,"$7,609,187","$1,879,534","$5,729,653",2013
12218,Black Nativity,"$7,454,185","$7,018,189","$435,996",2013
12219,The Spectacular Now,"$6,918,591","$6,854,611","$63,980",2013
12220,Commitment,"$6,834,802","$76,543","$6,758,259",2013
12221,Gloria,"$6,461,559","$2,107,925","$4,353,634",2013
12222,Closed Circuit,"$6,331,939","$5,750,401","$581,538",2013
12223,Yeh Jawaani Hai Deewani,"$6,189,998","$3,827,466","$2,362,532",2013
12224,Matru ki Bijlee ka Mandola,"$6,009,116",-,"$6,009,116",2013
12225,The Immigrant,"$5,952,884","$2,025,328","$3,927,556",2013
12226,20 Feet from Stardom,"$5,839,368","$4,946,445","$892,923",2013
12227,The Wizard of Oz 2013 3D/IMAX Release,"$5,787,802","$5,633,202","$154,600",2013
12228,The French Minister,"$5,586,646","$12,027","$5,574,619",2013
12229,On My Way,"$5,505,705","$317,324","$5,188,381",2013
12230,Man of Tai Chi,"$5,464,885","$100,144","$5,364,741",2013
12231,Much Ado About Nothing,"$5,341,221","$4,328,849","$1,012,372",2013
12232,Oldboy,"$5,186,767","$2,193,658","$2,993,109",2013
12233,Doctor Who: The Day of the Doctor,"$5,074,950",-,"$5,074,950",2013
12234,Stand Up Guys,"$5,072,654","$3,310,031","$1,762,623",2013
12235,Goliyon Ki Rasleela Ram-Leela,"$4,840,059","$2,738,863","$2,101,196",2013
12236,The Iceman,"$4,552,970","$1,969,193","$2,583,777",2013
12237,Krrish 3,"$4,170,204","$2,191,534","$1,978,670",2013
12238,The Invisible Woman,"$3,986,888","$1,234,254","$2,752,634",2013
12239,Ip Man: The Final Fight,"$3,967,001","$37,884","$3,929,117",2013
12240,The Devil's Violinist,"$3,952,097","$11,294","$3,940,803",2013
12241,Welcome to the Punch,"$3,926,386","$9,747","$3,916,639",2013
12242,The To Do List,"$3,909,596","$3,491,669","$417,927",2013
12243,The Starving Games,"$3,906,308",-,"$3,906,308",2013
12244,Ragnarok,"$3,721,345","$1,369","$3,719,976",2013
12245,The German Doctor,"$3,635,718","$418,392","$3,217,326",2013
12246,Thanks for Sharing,"$3,499,442","$1,065,881","$2,433,561",2013
12247,Disconnect,"$3,428,048","$1,436,900","$1,991,148",2013
12248,Warrior King 2,"$3,399,790","$2,463","$3,397,327",2013
12249,Love Is in the Air 2013 Re-release,"$3,221,554","$8,425","$3,213,129",2013
12250,Race 2,"$3,164,441","$1,579,940","$1,584,501",2013
12251,In a World...,"$3,114,953","$2,963,902","$151,051",2013
12252,Living Is Easy with Eyes Closed,"$3,075,169","$11,600","$3,063,569",2013
12253,Top Gun 2013 3D Release,"$3,018,873","$3,018,873",-,2013
12254,Rigor Mortis,"$3,016,904","$7,865","$3,009,039",2013
12255,Romeo & Juliet,"$2,966,268","$1,162,635","$1,803,633",2013
12256,Filly Brown,"$2,940,411","$2,850,357","$90,054",2013
12257,The East,"$2,891,812","$2,301,839","$589,973",2013
12258,Home Run,"$2,861,020","$2,861,020",-,2013
12259,To the Wonder,"$2,801,166","$587,615","$2,213,551",2013
12260,"Cinco de Mayo, La Batalla","$2,794,852","$173,472","$2,621,380",2013
12261,What Maisie Knew,"$2,711,379","$1,066,471","$1,644,908",2013
12262,Pioneer,"$2,647,820","$6,871","$2,640,949",2013
12263,Stories We Tell,"$2,641,053","$1,600,145","$1,040,908",2013
12264,The Gatekeepers,"$2,573,616","$2,415,727","$157,889",2013
12265,Blood Ties,"$2,566,435","$42,472","$2,523,963",2013
12266,"1,000 Times Good Night","$2,549,568","$53,895","$2,495,673",2013
12267,Grace Unplugged,"$2,507,201","$2,507,201",-,2013
12268,I'm in Love with a Church Girl,"$2,503,392","$2,387,730","$115,662",2013
12269,Still Life,"$2,495,025","$9,481","$2,485,544",2013
12270,The Christmas Candle,"$2,476,775","$2,258,620","$218,155",2013
12271,The Stroller Strategy,"$2,401,291","$3,462","$2,397,829",2013
12272,Bhaag Milkha Bhaag,"$2,325,917","$1,636,731","$689,186",2013
12273,Austenland,"$2,313,509","$2,159,041","$154,468",2013
12274,Blackfish,"$2,303,417","$2,073,582","$229,835",2013
12275,Marius,"$2,249,781","$9,781","$2,240,000",2013
12276,The Reluctant Fundamentalist,"$2,167,020","$552,959","$1,614,061",2013
12277,The Saratov Approach,"$2,146,999","$2,146,999",-,2013
12278,The Oscar Nominated Short Films 2013: Live Action,"$2,142,342","$2,142,342",-,2013
12279,The Attack,"$2,139,516","$1,720,325","$419,191",2013
12280,Girl Most Likely,"$2,085,617","$1,378,591","$707,026",2013
12281,Antboy,"$1,994,566",-,"$1,994,566",2013
12282,Kill Your Darlings,"$1,877,924","$1,030,064","$847,860",2013
12283,The Face of Love,"$1,806,548","$350,006","$1,456,542",2013
12284,Girl Rising,"$1,727,259","$1,727,259",-,2013
12285,Nothing Left to Fear,"$1,675,381","$7,886","$1,667,495",2013
12286,Short Term 12,"$1,645,164","$1,013,100","$632,064",2013
12287,Grand Piano,"$1,618,085","$22,555","$1,595,530",2013
12288,We Are the Best!,"$1,604,273","$180,590","$1,423,683",2013
12289,Lovelace,"$1,585,583","$356,582","$1,229,001",2013
12290,Adore,"$1,575,749","$318,982","$1,256,767",2013
12291,"Bless Me, Ultima","$1,561,962","$1,561,962",-,2013
12292,Still Mine,"$1,552,730","$1,159,336","$393,394",2013
12293,The Lords of Salem,"$1,544,989","$1,165,882","$379,107",2013
12294,Reaching for the Moon,"$1,534,391","$45,502","$1,488,889",2013
12295,The Kings of Summer,"$1,501,595","$1,315,590","$186,005",2013
12296,Jimmy P.,"$1,470,582","$30,283","$1,440,299",2013
12297,Besharam,"$1,443,479","$679,866","$763,613",2013
12298,Kai po che!,"$1,435,272","$1,122,527","$312,745",2013
12299,Parkland,"$1,412,181","$653,651","$758,530",2013
12300,Just a Sigh,"$1,406,331","$75,531","$1,330,800",2013
12301,The Ultimate Life,"$1,327,841","$1,327,841",-,2013
12302,The Look of Love,"$1,318,468","$21,252","$1,297,216",2013
12303,Dom Hemingway,"$1,307,599","$523,511","$784,088",2013
12304,Why Don't You Play in Hell?,"$1,265,872","$28,534","$1,237,338",2013
12305,For a Woman,"$1,252,416","$32,286","$1,220,130",2013
12306,Demi-soeur,"$1,251,642",$943,"$1,250,699",2013
12307,Satyagraha,"$1,223,419","$738,525","$484,894",2013
12308,Ilo Ilo,"$1,216,181","$56,773","$1,159,408",2013
12309,Inequality for All,"$1,205,273","$1,205,273",-,2013
12310,Phantom,"$1,197,759","$1,034,589","$163,170",2013
12311,Raanjhanaa,"$1,171,761","$903,232","$268,529",2013
12312,Stranger by the Lake,"$1,131,241","$325,196","$806,045",2013
12313,In the Name of,"$1,127,938","$9,883","$1,118,055",2013
12314,The Selfish Giant,"$1,114,027","$12,189","$1,101,838",2013
12315,Killing Season,"$1,071,322","$39,881","$1,031,441",2013
12316,Borgman,"$1,052,010","$57,474","$994,536",2013
12317,No One Lives,"$1,048,704","$74,918","$973,786",2013
12318,Ain't Them Bodies Saints,"$1,031,243","$396,519","$634,724",2013
12319,Child's Pose,"$994,126","$97,170","$896,956",2013
12320,Mr. Pip,"$977,855","$1,714","$976,141",2013
12321,Stuck in Love.,"$977,671","$81,071","$896,600",2013
12322,How I Live Now,"$925,762","$60,213","$865,549",2013
12323,Generation Iron,"$901,649","$849,521","$52,128",2013
12324,Alone Yet Not Alone,"$887,851","$887,851",-,2013
12325,A Touch of Sin,"$854,891","$154,120","$700,771",2013
12326,Hôtel Normandy,"$836,709","$4,640","$832,069",2013
12327,Byzantium,"$828,284","$89,237","$739,047",2013
12328,Age of Uprising: The Legend of Michael Kohlhaas,"$813,550","$3,313","$810,237",2013
12329,V/H/S/2,"$805,574","$21,833","$783,741",2013
12330,Lootera,"$789,671","$581,813","$207,858",2013
12331,Grand Masti,"$770,535","$413,903","$356,632",2013
12332,Arthur Newman,"$747,140","$207,853","$539,287",2013
12333,Bullett Raja,"$725,588",-,"$725,588",2013
12334,The Act of Killing,"$722,714","$486,919","$235,795",2013
12335,Passion,"$713,616","$92,181","$621,435",2013
12336,Shootout at Wadala,"$711,366","$369,573","$341,793",2013
12337,Muscle Shoals,"$709,415","$696,241","$13,174",2013
12338,Paris Countdown,"$708,757","$1,055","$707,702",2013
12339,Gori Tere Pyaar Mein!,"$708,440","$342,184","$366,256",2013
12340,The Lost Medallion: The Adventures of Billy Stone,"$705,854","$549,632","$156,222",2013
12341,56 Up,"$701,278","$701,278",-,2013
12342,Himmatwala,"$696,334","$270,880","$425,454",2013
12343,The Congress 2013 Re-release,"$695,131","$137,815","$557,316",2013
12344,I Spit on Your Grave 2,"$678,604",$809,"$677,795",2013
12345,Bright Days Ahead 2013 Re-release,"$669,085","$21,770","$647,315",2013
12346,Phata Poster Nikhla Hero,"$669,070","$410,526","$258,544",2013
12347,Camille Claudel 1915,"$660,355","$35,296","$625,059",2013
12348,The Patience Stone,"$654,587","$148,671","$505,916",2013
12349,In Secret,"$652,228","$444,179","$208,049",2013
12350,Salinger,"$650,675","$583,633","$67,042",2013
12351,Short Peace,"$628,807","$22,862","$605,945",2013
12352,Paradise: Faith,"$618,696","$6,508","$612,188",2013
12353,Omar,"$614,444","$356,000","$258,444",2013
12354,Walking the Camino: Six Ways to Santiago,"$612,717","$612,717",-,2013
12355,The Returned,"$612,521",-,"$612,521",2013
12356,Summer in February,"$605,403","$1,624","$603,779",2013
12357,The Armstrong Lie,"$594,394","$383,294","$211,100",2013
12358,Boss,"$594,283",-,"$594,283",2013
12359,Upstream Color,"$587,174","$444,098","$143,076",2013
12360,The Dance of Reality,"$558,636","$293,680","$264,956",2013
12361,Sound City,"$521,181","$422,853","$98,328",2013
12362,Scatter My Ashes at Bergdorf's,"$518,342","$518,342",-,2013
12363,The Inevitable Defeat of Mister & Pete,"$506,303","$494,608","$11,695",2013
12364,The Polar Express 2013 IMAX Release,"$493,776","$493,776",-,2013
12365,Open Grave,"$489,812",-,"$489,812",2013
12366,At Any Price,"$487,455","$380,594","$106,861",2013
12367,Breathe In,"$481,079","$89,661","$391,418",2013
12368,On the Job,"$472,890","$164,620","$308,270",2013
12369,Ghanchakkar,"$464,803","$203,044","$261,759",2013
12370,We Steal Secrets: The Story of WikiLeaks,"$457,517","$166,243","$291,274",2013
12371,Paradise: Hope,"$457,132","$6,701","$450,431",2013
12372,The Rocket,"$449,064","$56,823","$392,241",2013
12373,Charlie Countryman,"$443,990","$11,650","$432,340",2013
12374,Prince Avalanche,"$442,313","$205,139","$237,174",2013
12375,Bastards,"$439,935","$24,525","$415,410",2013
12376,Go Goa Gone,"$429,350","$298,457","$130,893",2013
12377,Settai,"$422,247","$87,838","$334,409",2013
12378,Dirty Wars,"$416,853","$384,473","$32,380",2013
12379,R... Rajkumar,"$410,495","$166,503","$243,992",2013
12380,Gabrielle,"$406,256","$5,534","$400,722",2013
12381,Drinking Buddies,"$401,914","$343,341","$58,573",2013
12382,Once Upon a Time in Mumbai Dobaara!,"$389,237",-,"$389,237",2013
12383,Singh Saab the Great,"$388,622","$225,668","$162,954",2013
12384,Fanny,"$371,657","$8,735","$362,922",2013
12385,7 Boxes,"$370,892","$38,106","$332,786",2013
12386,Hava Nagila: The Movie,"$370,218","$370,218",-,2013
12387,When Comedy Went to School,"$369,065","$369,065",-,2013
12388,Koch,"$342,941","$342,941",-,2013
12389,Happy People: A Year in the Taiga,"$338,987","$338,987",-,2013
12390,Linsanity,"$332,990","$302,645","$30,345",2013
12391,Camp,"$324,977","$324,977",-,2013
12392,The English Teacher,"$320,013","$104,810","$215,203",2013
12393,Not Today,"$318,121","$318,121",-,2013
12394,Inch'Allah,"$317,656","$9,840","$307,816",2013
12395,Aftershock,"$294,696","$58,510","$236,186",2013
12396,The Anonymous People,"$284,147","$284,147",-,2013
12397,The Summit,"$277,651","$243,550","$34,101",2013
12398,Come Out and Play,"$271,735","$2,638","$269,097",2013
12399,The Canyons,"$270,185","$56,825","$213,360",2013
12400,Grand départ,"$262,412",$677,"$261,735",2013
12401,Augustine,"$262,390","$107,352","$155,038",2013
12402,Spiders 3D,"$257,019",-,"$257,019",2013
12403,Officer Down,"$255,080","$1,463","$253,617",2013
12404,The Attacks of 26/11,"$248,346","$248,346",-,2013
12405,The Notebook 2013 Re-release,"$246,557","$66,559","$179,998",2013
12406,Rangeelay,"$243,246","$148,418","$94,828",2013
12407,ABCD (Any Body Can Dance),"$240,194","$222,098","$18,096",2013
12408,Of Horses and Men,"$239,969","$11,894","$228,075",2013
12409,Red Obsession,"$238,223","$13,199","$225,024",2013
12410,Shuddh Desi Romance,"$237,249",-,"$237,249",2013
12411,A Place at the Table,"$231,378","$231,378",-,2013
12412,InAPPropriate Comedy,"$228,004","$228,004",-,2013
12413,Crystal Fairy & the Magical Cactus,"$223,821","$202,370","$21,451",2013
12414,2001: A Space Odyssey 2013 Re-release,"$214,618","$214,618",-,2013
12415,The Pervert's Guide to Ideology,"$214,313","$67,966","$146,347",2013
12416,A Glimpse Inside the Mind of Charles Swan III,"$210,565","$45,350","$165,215",2013
12417,Casablanca 2013 Re-release,"$208,608","$208,608",-,2013
12418,Ek Thi Daayan,"$206,279","$112,135","$94,144",2013
12419,No Place on Earth,"$200,238","$200,238",-,2013
12420,Cutie and the Boxer,"$200,036","$200,036",-,2013
12421,Free Angela and All Political Prisoners,"$195,005","$194,102",$903,2013
12422,Java Heat,"$189,739","$1,061","$188,678",2013
12423,The Last Days on Mars,"$187,191","$24,084","$163,107",2013
12424,In the Fog,"$186,838","$11,894","$174,944",2013
12425,Fukrey,"$180,331","$125,279","$55,052",2013
12426,Zaytoun,"$177,753","$42,330","$135,423",2013
12427,Girl on a Bicycle,"$176,272","$91,401","$84,871",2013
12428,Afternoon Delight,"$175,755","$174,496","$1,259",2013
12429,A.C.O.D.,"$175,705","$175,705",-,2013
12430,Black Rock,"$175,682",-,"$175,682",2013
12431,Somm,"$174,197","$174,197",-,2013
12432,Escape from Tomorrow,"$171,962","$171,962",-,2013
12433,Copperhead,"$171,740","$171,740",-,2013
12434,Narco Cultura,"$163,690","$145,088","$18,602",2013
12435,Murder 3,"$159,798",-,"$159,798",2013
12436,We Are What We Are,"$159,047","$81,381","$77,666",2013
12437,Mother of George,"$157,937","$157,937",-,2013
12438,Free the Mind,"$157,201","$157,201",-,2013
12439,LUV,"$156,996","$156,996",-,2013
12440,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$152,791","$152,791",-,2013
12441,Snake & Mongoose,"$152,200","$152,200",-,2013
12442,Tasting Menu,"$150,718","$18,686","$132,032",2013
12443,American Promise,"$146,702","$146,702",-,2013
12444,The Punk Singer,"$146,000","$122,742","$23,258",2013
12445,John Dies at the End,"$141,951","$141,951",-,2013
12446,Good Ol' Freda,"$138,811","$138,811",-,2013
12447,Is the Man Who Is Tall Happy?,"$137,042","$137,042",-,2013
12448,Computer Chess,"$127,852","$102,041","$25,811",2013
12449,A Band Called Death,"$127,257","$127,257",-,2013
12450,Europa Report,"$125,687","$125,687",-,2013
12451,Spinning Plates,"$124,856","$112,449","$12,407",2013
12452,Final: The Rapture,"$124,561","$124,561",-,2013
12453,The Square,"$124,244","$124,244",-,2013
12454,Spark: A Burning Man Story,"$120,459","$120,459",-,2013
12455,Gimme the Loot,"$116,783","$104,442","$12,341",2013
12456,A Case of You,"$116,559","$4,187","$112,372",2013
12457,I Am Divine,"$115,739","$81,497","$34,242",2013
12458,Ain't in It for My Health: A Film About Levon Helm,"$113,966","$113,966",-,2013
12459,The Goonies 2013 Re-release,"$113,538","$113,538",-,2013
12460,Una noche,"$111,903","$100,887","$11,016",2013
12461,Violet & Daisy,"$108,139","$17,186","$90,953",2013
12462,Bettie Page Reveals All,"$108,118","$108,118",-,2013
12463,Big Star: Nothing Can Hurt Me,"$105,998","$105,998",-,2013
12464,The Investigator,"$103,739","$103,739",-,2013
12465,Stevie Nicks: In Your Dreams,"$103,028","$103,028",-,2013
12466,Becoming Traviata,"$102,015","$62,652","$39,363",2013
12467,Blazing Saddles 2013 Re-release,"$101,481","$101,481",-,2013
12468,The United States of Autism,"$100,403","$100,403",-,2013
12469,One Track Heart: The Story of Krishna Das,"$100,401","$100,401",-,2013
12470,In Bloom,"$97,236","$56,092","$41,144",2013
12471,A Field in England,"$97,195","$32,846","$64,349",2013
12472,Leviathan,"$96,778","$76,202","$20,576",2013
12473,Singin' in the Rain 2013 Re-release,"$96,763","$96,763",-,2013
12474,Blue Caprice,"$93,995","$93,995",-,2013
12475,Will You Still Love Me Tomorrow?,"$93,046","$6,694","$86,352",2013
12476,King's Faith,"$90,106","$90,106",-,2013
12477,Somebody Up There Likes Me,"$89,435","$89,435",-,2013
12478,Jewtopia,"$88,327","$46,437","$41,890",2013
12479,Money for Nothing: Inside the Federal Reserve,"$88,045","$88,045",-,2013
12480,Burning Bush,"$80,943","$16,731","$64,212",2013
12481,Winnie Mandela,"$80,634","$80,634",-,2013
12482,Ramaiya Vastavaiya,"$80,108","$80,108",-,2013
12483,Aurangzeb,"$79,665",-,"$79,665",2013
12484,Jayne Mansfield's Car,"$79,178","$14,836","$64,342",2013
12485,Concussion,"$78,957","$42,606","$36,351",2013
12486,Table No. 21,"$77,621","$46,720","$30,901",2013
12487,Mademoiselle C,"$76,621","$48,668","$27,953",2013
12488,Wish You Were Here 2013 Re-release,"$75,870","$46,347","$29,523",2013
12489,Into the White 2013 Re-release,"$75,747",$704,"$75,043",2013
12490,After Tiller,"$72,125","$72,125",-,2013
12491,An Oversimplification of Her Beauty,"$71,906","$71,906",-,2013
12492,As I Lay Dying,"$71,759","$16,697","$55,062",2013
12493,Seasons of Gray,"$70,605","$70,605",-,2013
12494,Go for Sisters,"$70,495","$70,495",-,2013
12495,Bajatey Raho,"$69,085","$55,397","$13,688",2013
12496,Maidentrip,"$68,243","$68,243",-,2013
12497,Pandora's Promise,"$66,680","$66,680",-,2013
12498,Out in the Dark,"$66,017","$26,966","$39,051",2013
12499,D-Day,"$65,536",-,"$65,536",2013
12500,Let the Fire Burn,"$64,489","$64,489",-,2013
12501,The Last of the Unjust,"$63,136","$40,563","$22,573",2013
12502,"I, Me aur Main","$61,863",-,"$61,863",2013
12503,Independent Lens: Don't Stop Believin': Everyman's Journey,"$61,018","$61,018",-,2013
